DateTime,Date,Time,Open,High,Low,Close,Volume,StockCode
2025-08-31 15:30:00,2025-08-31,15:30,57500.0,57500.0,57500.0,57500.0,3148,145720
2025-08-31 15:29:00,2025-08-31,15:29,57600.0,57600.0,57600.0,57600.0,0,145720
2025-08-31 15:28:00,2025-08-31,15:28,57600.0,57600.0,57600.0,57600.0,0,145720
2025-08-31 15:27:00,2025-08-31,15:27,57600.0,57600.0,57600.0,57600.0,0,145720
2025-08-31 15:26:00,2025-08-31,15:26,57600.0,57600.0,57600.0,57600.0,0,145720
2025-08-31 15:25:00,2025-08-31,15:25,57600.0,57600.0,57600.0,57600.0,0,145720
2025-08-31 15:24:00,2025-08-31,15:24,57600.0,57600.0,57600.0,57600.0,0,145720
2025-08-31 15:23:00,2025-08-31,15:23,57600.0,57600.0,57600.0,57600.0,0,145720
2025-08-31 15:22:00,2025-08-31,15:22,57600.0,57600.0,57600.0,57600.0,0,145720
2025-08-31 15:21:00,2025-08-31,15:21,57600.0,57600.0,57600.0,57600.0,0,145720
2025-08-31 15:20:00,2025-08-31,15:20,57600.0,57600.0,57600.0,57600.0,0,145720
2025-08-31 15:19:00,2025-08-31,15:19,57600.0,57600.0,57500.0,57600.0,199,145720
2025-08-31 15:18:00,2025-08-31,15:18,57600.0,57800.0,57600.0,57600.0,129,145720
2025-08-31 15:17:00,2025-08-31,15:17,57600.0,57700.0,57600.0,57700.0,3,145720
2025-08-31 15:16:00,2025-08-31,15:16,57700.0,57700.0,57500.0,57600.0,919,145720
2025-08-31 15:15:00,2025-08-31,15:15,57600.0,57700.0,57600.0,57700.0,350,145720
2025-08-31 15:14:00,2025-08-31,15:14,57700.0,57700.0,57600.0,57700.0,17,145720
2025-08-31 15:13:00,2025-08-31,15:13,57600.0,57700.0,57600.0,57700.0,393,145720
2025-08-31 15:12:00,2025-08-31,15:12,57600.0,57600.0,57500.0,57600.0,109,145720
2025-08-31 15:11:00,2025-08-31,15:11,57500.0,57600.0,57400.0,57600.0,415,145720
2025-08-31 15:10:00,2025-08-31,15:10,57400.0,57500.0,57400.0,57500.0,258,145720
2025-08-31 15:09:00,2025-08-31,15:09,57450.0,57450.0,57400.0,57400.0,70,145720
2025-08-31 15:08:00,2025-08-31,15:08,57450.0,57450.0,57400.0,57450.0,11,145720
2025-08-31 15:07:00,2025-08-31,15:07,57450.0,57450.0,57400.0,57400.0,2,145720
2025-08-31 15:06:00,2025-08-31,15:06,57450.0,57450.0,57450.0,57450.0,3,145720
2025-08-31 15:05:00,2025-08-31,15:05,57400.0,57400.0,57400.0,57400.0,20,145720
2025-08-31 15:04:00,2025-08-31,15:04,57600.0,57600.0,57400.0,57450.0,517,145720
2025-08-31 15:03:00,2025-08-31,15:03,57600.0,57650.0,57600.0,57600.0,6,145720
2025-08-31 15:02:00,2025-08-31,15:02,57600.0,57700.0,57600.0,57650.0,9,145720
2025-08-31 15:01:00,2025-08-31,15:01,57600.0,57700.0,57600.0,57700.0,7,145720
