DateTime,Date,Time,Open,High,Low,Close,Volume,StockCode
2025-08-31 15:30:00,2025-08-31,15:30,269000.0,269000.0,269000.0,269000.0,559710,000660
2025-08-31 15:29:00,2025-08-31,15:29,268500.0,268500.0,268500.0,268500.0,0,000660
2025-08-31 15:28:00,2025-08-31,15:28,268500.0,268500.0,268500.0,268500.0,0,000660
2025-08-31 15:27:00,2025-08-31,15:27,268500.0,268500.0,268500.0,268500.0,0,000660
2025-08-31 15:26:00,2025-08-31,15:26,268500.0,268500.0,268500.0,268500.0,0,000660
2025-08-31 15:25:00,2025-08-31,15:25,268500.0,268500.0,268500.0,268500.0,0,000660
2025-08-31 15:24:00,2025-08-31,15:24,268500.0,268500.0,268500.0,268500.0,0,000660
2025-08-31 15:23:00,2025-08-31,15:23,268500.0,268500.0,268500.0,268500.0,0,000660
2025-08-31 15:22:00,2025-08-31,15:22,268500.0,268500.0,268500.0,268500.0,0,000660
2025-08-31 15:21:00,2025-08-31,15:21,268500.0,268500.0,268500.0,268500.0,0,000660
2025-08-31 15:20:00,2025-08-31,15:20,268500.0,268500.0,268500.0,268500.0,0,000660
2025-08-31 15:19:00,2025-08-31,15:19,269000.0,269000.0,268000.0,268500.0,16616,000660
2025-08-31 15:18:00,2025-08-31,15:18,268750.0,269000.0,268500.0,268500.0,5102,000660
2025-08-31 15:17:00,2025-08-31,15:17,269000.0,269000.0,268500.0,268500.0,3754,000660
2025-08-31 15:16:00,2025-08-31,15:16,268750.0,269000.0,268500.0,268500.0,4617,000660
2025-08-31 15:15:00,2025-08-31,15:15,268750.0,269000.0,268500.0,268750.0,6413,000660
2025-08-31 15:14:00,2025-08-31,15:14,268500.0,269000.0,268000.0,268750.0,15909,000660
2025-08-31 15:13:00,2025-08-31,15:13,268500.0,268500.0,268000.0,268500.0,12562,000660
2025-08-31 15:12:00,2025-08-31,15:12,268500.0,268500.0,268000.0,268500.0,3168,000660
2025-08-31 15:11:00,2025-08-31,15:11,268500.0,268500.0,268000.0,268500.0,3001,000660
2025-08-31 15:10:00,2025-08-31,15:10,268500.0,268500.0,268000.0,268000.0,3663,000660
2025-08-31 15:09:00,2025-08-31,15:09,268500.0,268500.0,268000.0,268500.0,2480,000660
2025-08-31 15:08:00,2025-08-31,15:08,268500.0,268500.0,268000.0,268500.0,3078,000660
2025-08-31 15:07:00,2025-08-31,15:07,268500.0,268500.0,268250.0,268250.0,2026,000660
2025-08-31 15:06:00,2025-08-31,15:06,268250.0,268500.0,268000.0,268250.0,2044,000660
2025-08-31 15:05:00,2025-08-31,15:05,268000.0,268500.0,268000.0,268250.0,4168,000660
2025-08-31 15:04:00,2025-08-31,15:04,268000.0,268250.0,268000.0,268250.0,2418,000660
2025-08-31 15:03:00,2025-08-31,15:03,268250.0,268250.0,268000.0,268000.0,1980,000660
2025-08-31 15:02:00,2025-08-31,15:02,268250.0,268250.0,268000.0,268000.0,2556,000660
2025-08-31 15:01:00,2025-08-31,15:01,268250.0,268500.0,268000.0,268000.0,2955,000660
