DateTime,Date,Time,Open,High,Low,Close,Volume,StockCode
2025-08-31 15:30:00,2025-08-31,15:30,318500.0,318500.0,318500.0,318500.0,80232,012330
2025-08-31 15:29:00,2025-08-31,15:29,316500.0,316500.0,316500.0,316500.0,0,012330
2025-08-31 15:28:00,2025-08-31,15:28,316500.0,316500.0,316500.0,316500.0,0,012330
2025-08-31 15:27:00,2025-08-31,15:27,316500.0,316500.0,316500.0,316500.0,0,012330
2025-08-31 15:26:00,2025-08-31,15:26,316500.0,316500.0,316500.0,316500.0,0,012330
2025-08-31 15:25:00,2025-08-31,15:25,316500.0,316500.0,316500.0,316500.0,0,012330
2025-08-31 15:24:00,2025-08-31,15:24,316500.0,316500.0,316500.0,316500.0,0,012330
2025-08-31 15:23:00,2025-08-31,15:23,316500.0,316500.0,316500.0,316500.0,0,012330
2025-08-31 15:22:00,2025-08-31,15:22,316500.0,316500.0,316500.0,316500.0,0,012330
2025-08-31 15:21:00,2025-08-31,15:21,316500.0,316500.0,316500.0,316500.0,0,012330
2025-08-31 15:20:00,2025-08-31,15:20,316500.0,316500.0,316500.0,316500.0,0,012330
2025-08-31 15:19:00,2025-08-31,15:19,317500.0,317500.0,316500.0,316500.0,1188,012330
2025-08-31 15:18:00,2025-08-31,15:18,317000.0,317500.0,316500.0,317000.0,2583,012330
2025-08-31 15:17:00,2025-08-31,15:17,316500.0,317000.0,316500.0,317000.0,731,012330
2025-08-31 15:16:00,2025-08-31,15:16,316500.0,317000.0,316500.0,316750.0,277,012330
2025-08-31 15:15:00,2025-08-31,15:15,317000.0,317000.0,316500.0,317000.0,578,012330
2025-08-31 15:14:00,2025-08-31,15:14,316500.0,317000.0,316500.0,317000.0,651,012330
2025-08-31 15:13:00,2025-08-31,15:13,317000.0,317000.0,316500.0,317000.0,401,012330
2025-08-31 15:12:00,2025-08-31,15:12,316750.0,317000.0,316500.0,317000.0,378,012330
2025-08-31 15:11:00,2025-08-31,15:11,317000.0,317000.0,316500.0,316750.0,498,012330
2025-08-31 15:10:00,2025-08-31,15:10,317000.0,317500.0,316500.0,316750.0,651,012330
2025-08-31 15:09:00,2025-08-31,15:09,317500.0,317500.0,317000.0,317500.0,373,012330
2025-08-31 15:08:00,2025-08-31,15:08,317000.0,317500.0,317000.0,317500.0,1904,012330
2025-08-31 15:07:00,2025-08-31,15:07,317000.0,317500.0,317000.0,317500.0,387,012330
2025-08-31 15:06:00,2025-08-31,15:06,317000.0,317500.0,317000.0,317500.0,449,012330
2025-08-31 15:05:00,2025-08-31,15:05,317000.0,317500.0,317000.0,317000.0,452,012330
2025-08-31 15:04:00,2025-08-31,15:04,318000.0,318000.0,317000.0,317500.0,1319,012330
2025-08-31 15:03:00,2025-08-31,15:03,317250.0,318000.0,317000.0,318000.0,3669,012330
2025-08-31 15:02:00,2025-08-31,15:02,317500.0,317500.0,317000.0,317500.0,511,012330
2025-08-31 15:01:00,2025-08-31,15:01,317000.0,317500.0,317000.0,317500.0,440,012330
