DateTime,Date,Time,Open,High,Low,Close,Volume,StockCode
2025-08-31 15:30:00,2025-08-31,15:30,54100.0,54100.0,54100.0,54100.0,16040,030200
2025-08-31 15:29:00,2025-08-31,15:29,54000.0,54000.0,54000.0,54000.0,0,030200
2025-08-31 15:28:00,2025-08-31,15:28,54000.0,54000.0,54000.0,54000.0,0,030200
2025-08-31 15:27:00,2025-08-31,15:27,54000.0,54000.0,54000.0,54000.0,0,030200
2025-08-31 15:26:00,2025-08-31,15:26,54000.0,54000.0,54000.0,54000.0,0,030200
2025-08-31 15:25:00,2025-08-31,15:25,54000.0,54000.0,54000.0,54000.0,0,030200
2025-08-31 15:24:00,2025-08-31,15:24,54000.0,54000.0,54000.0,54000.0,0,030200
2025-08-31 15:23:00,2025-08-31,15:23,54000.0,54000.0,54000.0,54000.0,0,030200
2025-08-31 15:22:00,2025-08-31,15:22,54000.0,54000.0,54000.0,54000.0,0,030200
2025-08-31 15:21:00,2025-08-31,15:21,54000.0,54000.0,54000.0,54000.0,0,030200
2025-08-31 15:20:00,2025-08-31,15:20,54000.0,54000.0,54000.0,54000.0,0,030200
2025-08-31 15:19:00,2025-08-31,15:19,53900.0,54100.0,53900.0,54000.0,1065,030200
2025-08-31 15:18:00,2025-08-31,15:18,53900.0,54000.0,53900.0,54000.0,296,030200
2025-08-31 15:17:00,2025-08-31,15:17,53900.0,54000.0,53900.0,53900.0,392,030200
2025-08-31 15:16:00,2025-08-31,15:16,53900.0,54000.0,53900.0,54000.0,397,030200
2025-08-31 15:15:00,2025-08-31,15:15,53900.0,54000.0,53900.0,53900.0,409,030200
2025-08-31 15:14:00,2025-08-31,15:14,53900.0,54000.0,53900.0,54000.0,469,030200
2025-08-31 15:13:00,2025-08-31,15:13,53900.0,54000.0,53900.0,53900.0,495,030200
2025-08-31 15:12:00,2025-08-31,15:12,54000.0,54000.0,53900.0,53900.0,386,030200
2025-08-31 15:11:00,2025-08-31,15:11,53900.0,54000.0,53900.0,53900.0,379,030200
2025-08-31 15:10:00,2025-08-31,15:10,53900.0,54000.0,53900.0,53900.0,381,030200
2025-08-31 15:09:00,2025-08-31,15:09,54000.0,54000.0,53800.0,53900.0,279,030200
2025-08-31 15:08:00,2025-08-31,15:08,53900.0,54000.0,53800.0,54000.0,331,030200
2025-08-31 15:07:00,2025-08-31,15:07,53900.0,54000.0,53800.0,53900.0,354,030200
2025-08-31 15:06:00,2025-08-31,15:06,53900.0,54000.0,53800.0,53800.0,310,030200
2025-08-31 15:05:00,2025-08-31,15:05,53800.0,54000.0,53700.0,53900.0,1513,030200
2025-08-31 15:04:00,2025-08-31,15:04,53900.0,53900.0,53800.0,53800.0,290,030200
2025-08-31 15:03:00,2025-08-31,15:03,53800.0,53900.0,53800.0,53900.0,388,030200
2025-08-31 15:02:00,2025-08-31,15:02,53800.0,53900.0,53800.0,53800.0,448,030200
2025-08-31 15:01:00,2025-08-31,15:01,53700.0,53900.0,53700.0,53800.0,335,030200
