DateTime,Date,Time,Open,High,Low,Close,Volume,StockCode
2025-08-31 15:30:00,2025-08-31,15:30,40650.0,40650.0,40650.0,40650.0,42678,240810
2025-08-31 15:29:00,2025-08-31,15:29,40500.0,40500.0,40500.0,40500.0,0,240810
2025-08-31 15:28:00,2025-08-31,15:28,40500.0,40500.0,40500.0,40500.0,0,240810
2025-08-31 15:27:00,2025-08-31,15:27,40500.0,40500.0,40500.0,40500.0,0,240810
2025-08-31 15:26:00,2025-08-31,15:26,40500.0,40500.0,40500.0,40500.0,0,240810
2025-08-31 15:25:00,2025-08-31,15:25,40500.0,40500.0,40500.0,40500.0,0,240810
2025-08-31 15:24:00,2025-08-31,15:24,40500.0,40500.0,40500.0,40500.0,0,240810
2025-08-31 15:23:00,2025-08-31,15:23,40500.0,40500.0,40500.0,40500.0,0,240810
2025-08-31 15:22:00,2025-08-31,15:22,40500.0,40500.0,40500.0,40500.0,0,240810
2025-08-31 15:21:00,2025-08-31,15:21,40500.0,40500.0,40500.0,40500.0,0,240810
2025-08-31 15:20:00,2025-08-31,15:20,40500.0,40500.0,40500.0,40500.0,0,240810
2025-08-31 15:19:00,2025-08-31,15:19,40500.0,40600.0,40450.0,40500.0,2400,240810
2025-08-31 15:18:00,2025-08-31,15:18,40450.0,40500.0,40450.0,40500.0,243,240810
2025-08-31 15:17:00,2025-08-31,15:17,40450.0,40500.0,40450.0,40450.0,611,240810
2025-08-31 15:16:00,2025-08-31,15:16,40500.0,40550.0,40450.0,40450.0,1477,240810
2025-08-31 15:15:00,2025-08-31,15:15,40600.0,40600.0,40500.0,40500.0,3225,240810
2025-08-31 15:14:00,2025-08-31,15:14,40550.0,40600.0,40500.0,40600.0,2858,240810
2025-08-31 15:13:00,2025-08-31,15:13,40500.0,40550.0,40500.0,40550.0,3044,240810
2025-08-31 15:12:00,2025-08-31,15:12,40500.0,40500.0,40450.0,40500.0,317,240810
2025-08-31 15:11:00,2025-08-31,15:11,40450.0,40500.0,40450.0,40500.0,779,240810
2025-08-31 15:10:00,2025-08-31,15:10,40500.0,40500.0,40450.0,40500.0,974,240810
2025-08-31 15:09:00,2025-08-31,15:09,40500.0,40500.0,40450.0,40500.0,721,240810
2025-08-31 15:08:00,2025-08-31,15:08,40450.0,40500.0,40450.0,40500.0,327,240810
2025-08-31 15:07:00,2025-08-31,15:07,40450.0,40550.0,40450.0,40500.0,2112,240810
2025-08-31 15:06:00,2025-08-31,15:06,40400.0,40550.0,40350.0,40550.0,6397,240810
2025-08-31 15:05:00,2025-08-31,15:05,40400.0,40450.0,40400.0,40450.0,462,240810
2025-08-31 15:04:00,2025-08-31,15:04,40400.0,40450.0,40400.0,40400.0,760,240810
2025-08-31 15:03:00,2025-08-31,15:03,40450.0,40450.0,40400.0,40400.0,120,240810
2025-08-31 15:02:00,2025-08-31,15:02,40450.0,40450.0,40400.0,40400.0,342,240810
2025-08-31 15:01:00,2025-08-31,15:01,40450.0,40450.0,40400.0,40450.0,460,240810
