DateTime,Date,Time,Open,High,Low,Close,Volume,StockCode
2025-08-31 15:30:00,2025-08-31,15:30,121200.0,121200.0,121200.0,121200.0,62180,247540
2025-08-31 15:29:00,2025-08-31,15:29,121300.0,121300.0,121300.0,121300.0,0,247540
2025-08-31 15:28:00,2025-08-31,15:28,121300.0,121300.0,121300.0,121300.0,0,247540
2025-08-31 15:27:00,2025-08-31,15:27,121300.0,121300.0,121300.0,121300.0,0,247540
2025-08-31 15:26:00,2025-08-31,15:26,121300.0,121300.0,121300.0,121300.0,0,247540
2025-08-31 15:25:00,2025-08-31,15:25,121300.0,121300.0,121300.0,121300.0,0,247540
2025-08-31 15:24:00,2025-08-31,15:24,121300.0,121300.0,121300.0,121300.0,0,247540
2025-08-31 15:23:00,2025-08-31,15:23,121300.0,121300.0,121300.0,121300.0,0,247540
2025-08-31 15:22:00,2025-08-31,15:22,121300.0,121300.0,121300.0,121300.0,0,247540
2025-08-31 15:21:00,2025-08-31,15:21,121300.0,121300.0,121300.0,121300.0,0,247540
2025-08-31 15:20:00,2025-08-31,15:20,121300.0,121300.0,121300.0,121300.0,0,247540
2025-08-31 15:19:00,2025-08-31,15:19,121300.0,121300.0,121200.0,121300.0,1095,247540
2025-08-31 15:18:00,2025-08-31,15:18,121200.0,121300.0,121200.0,121200.0,881,247540
2025-08-31 15:17:00,2025-08-31,15:17,121200.0,121400.0,121200.0,121200.0,1014,247540
2025-08-31 15:16:00,2025-08-31,15:16,121000.0,121300.0,121000.0,121300.0,6568,247540
2025-08-31 15:15:00,2025-08-31,15:15,121100.0,121100.0,121000.0,121100.0,2161,247540
2025-08-31 15:14:00,2025-08-31,15:14,121000.0,121100.0,121000.0,121100.0,2616,247540
2025-08-31 15:13:00,2025-08-31,15:13,121000.0,121100.0,121000.0,121100.0,3402,247540
2025-08-31 15:12:00,2025-08-31,15:12,121000.0,121100.0,121000.0,121100.0,925,247540
2025-08-31 15:11:00,2025-08-31,15:11,121100.0,121100.0,121000.0,121100.0,2389,247540
2025-08-31 15:10:00,2025-08-31,15:10,121100.0,121100.0,121000.0,121000.0,1890,247540
2025-08-31 15:09:00,2025-08-31,15:09,121100.0,121200.0,121000.0,121100.0,5591,247540
2025-08-31 15:08:00,2025-08-31,15:08,121100.0,121200.0,121100.0,121100.0,1088,247540
2025-08-31 15:07:00,2025-08-31,15:07,121200.0,121200.0,121100.0,121100.0,1538,247540
2025-08-31 15:06:00,2025-08-31,15:06,121100.0,121200.0,121100.0,121100.0,969,247540
2025-08-31 15:05:00,2025-08-31,15:05,121200.0,121200.0,121100.0,121200.0,1173,247540
2025-08-31 15:04:00,2025-08-31,15:04,121100.0,121200.0,121100.0,121200.0,833,247540
2025-08-31 15:03:00,2025-08-31,15:03,121100.0,121200.0,121100.0,121200.0,753,247540
2025-08-31 15:02:00,2025-08-31,15:02,121100.0,121200.0,121100.0,121100.0,1693,247540
2025-08-31 15:01:00,2025-08-31,15:01,121100.0,121200.0,121100.0,121200.0,1386,247540
